Month,CountyFIPS,CountyName,Nielsen HH Rank,Hotness Rank Within CBSA,CBSACode,CBSATitle,Hotness Rank ,Hotness Rank M/M,Hotness Rank Y/Y,Hotness Score,Supply Score,Demand Score,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,Median DOM (vs US),Median DOM (vs CBSA),Views Per Property M/M,Views Per Property Y/Y,Views Per Property  (vs US),Views Per Property  (vs CBSA),Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Median Listing Price  (vs US),Median Listing Price  (vs CBSA),Quality Flag
201812,31109,"Lancaster, NE",212,1,30700,"Lincoln, NE",286,-49,-79,66.766767,94.0940940940941,39.4394394394394,58.00,13.50,0.3034,4.00,0.0741,-22.00,0.00,-0.0678,0.0377,0.9016,1.0000,269900.000000,0.0004,-0.0326,0.9339,0.9996,0
201812,48167,"Galveston, TX",217,5,26420,"Houston-The Woodlands-Sugar Land, TX",792,21,-37,27.027027,43.7437437437437,10.3103103103103,86.00,5.00,0.0617,0.00,0.0000,6.00,15.00,-0.0145,0.2593,0.5574,1.1333,296621.000000,-0.0078,0.0026,1.0264,0.9643,0
201812,12083,"Marion, FL",187,1,36100,"Ocala, FL",346,30,18,62.312312,74.1741741741742,50.4504504504504,69.00,4.50,0.0698,-2.00,-0.0282,-11.00,-0.50,-0.0615,0.2200,1.0000,1.0000,199900.000000,0.0000,0.0527,0.6917,1.0000,0
201812,04007,"Gila, AZ",887,1,37740,"Payson, AZ",782,-34,45,28.128128,13.6136136136136,42.6426426426426,111.00,13.25,0.1355,-6.00,-0.0513,31.00,0.00,-0.0172,0.3571,0.9344,1.0000,349900.000000,-0.0002,0.1397,1.2107,1.0000,0
201812,12087,"Monroe, FL",645,1,28580,"Key West, FL",913,19,-8,12.462462,5.70570570570571,19.2192192192192,125.00,-5.50,-0.0421,-35.00,-0.2188,45.00,0.00,-0.0118,0.0769,0.6885,1.0000,699000.000000,0.0058,0.0295,2.4187,1.0000,0
201812,27049,"Goodhue, MN",962,1,39860,"Red Wing, MN",566,0,-298,44.644645,47.3473473473473,41.9419419419419,83.00,13.00,0.1857,10.50,0.1448,3.00,0.00,0.0755,-0.0806,0.9344,1.0000,270000.000000,-0.0201,0.1744,0.9343,1.0000,0
201812,36059,"Nassau, NY",36,15,35620,"New York-Newark-Jersey City, NY-NJ-PA",647,15,-90,38.588589,47.3473473473473,29.8298298298298,83.00,7.50,0.0993,0.00,0.0000,3.00,-1.00,-0.0200,0.0889,0.8033,0.9608,629999.000000,-0.0263,0.0680,2.1799,1.2002,0
201812,26055,"Grand Traverse, MI",602,1,45900,"Traverse City, MI",759,-36,-67,29.87988,16.4164164164164,43.3433433433433,108.50,19.25,0.2157,1.50,0.0140,28.50,-9.50,0.0270,0.1400,0.9344,1.1176,335000.000000,0.0155,-0.0396,1.1592,1.0502,0
201812,46103,"Pennington, SD",518,1,39660,"Rapid City, SD",321,15,-10,64.514515,72.8728728728729,56.1561561561562,70.50,7.50,0.1190,1.50,0.0217,-9.50,-5.50,-0.0294,0.2000,1.0820,0.9706,269900.000000,-0.0112,0.1251,0.9339,1.0000,0
201812,17063,"Grundy, IL",990,6,16980,"Chicago-Naperville-Elgin, IL-IN-WI",364,11,38,60.11011,69.2692692692693,50.9509509509509,72.00,5.50,0.0827,-5.00,-0.0649,-8.00,3.00,-0.0949,0.1071,1.0164,1.1273,239900.000000,0.0301,0.2086,0.8301,0.8599,0
201812,48381,"Randall, TX",466,2,11100,"Amarillo, TX",371,-17,-65,59.75976,66.5665665665666,52.9529529529529,73.00,11.50,0.1870,0.00,0.0000,-7.00,1.00,-0.0233,0.0678,1.0328,0.9692,249900.000000,0.0026,0.0865,0.8647,1.0870,0
201812,22045,"Iberia, LA",759,3,29180,"Lafayette, LA",947,29,-38,8.208208,5.70570570570571,10.7107107107107,125.00,2.50,0.0204,22.00,0.2136,45.00,13.00,0.1290,0.4000,0.5738,1.0606,148000.000000,-0.0067,-0.0127,0.5121,0.7184,0
201812,20155,"Reno, KS",802,1,26740,"Hutchinson, KS",786,-67,-139,27.877878,40.5405405405405,15.2152152152152,88.00,13.50,0.1812,6.00,0.0732,8.00,0.00,-0.0824,0.0541,0.6393,1.0000,106250.000000,-0.0572,-0.0332,0.3676,1.0000,0
201812,23011,"Kennebec, ME",473,1,12300,"Augusta-Waterville, ME",761,3,76,29.77978,5.70570570570571,53.8538538538538,125.00,14.50,0.1312,-5.00,-0.0385,45.00,0.50,0.0323,0.4545,1.0492,1.0000,199500.000000,-0.0485,0.0962,0.6903,0.9980,0
201812,47155,"Sevier, TN",608,1,42940,"Sevierville, TN",362,16,179,60.26026,27.7277277277277,92.7927927927928,97.00,8.00,0.0899,-17.00,-0.1491,17.00,0.00,-0.0367,0.4583,1.7213,1.0000,269750.000000,0.0001,0.0583,0.9334,1.0000,0
201812,44003,"Kent, RI",366,3,39300,"Providence-Warwick, RI-MA",178,-18,-57,76.476476,90.2902902902903,62.6626626626627,60.00,8.25,0.1594,-2.00,-0.0323,-20.00,-7.00,-0.0470,0.0441,1.1639,0.8554,289000.000000,0.0142,0.1250,1.0000,0.8525,0
201812,29213,"Taney, MO",888,1,14700,"Branson, MO",798,-5,108,26.076076,21.2212212212212,30.9309309309309,102.00,7.50,0.0794,-26.00,-0.2031,22.00,-9.00,-0.0196,0.3889,0.8197,1.0204,192250.000000,-0.0186,0.0740,0.6652,0.8946,0
201812,37129,"New Hanover, NC",271,1,48900,"Wilmington, NC",654,33,17,38.088088,11.8118118118118,64.3643643643644,115.00,4.00,0.0360,8.00,0.0748,35.00,-2.00,0.0141,0.4118,1.1803,1.0588,350000.000000,-0.0269,0.0511,1.2111,1.0309,0
201812,17197,"Will, IL",110,4,16980,"Chicago-Naperville-Elgin, IL-IN-WI",257,-4,5,70.37037,81.2812812812813,59.4594594594595,66.00,8.00,0.1379,-6.00,-0.0833,-14.00,-3.00,-0.0145,0.0968,1.1148,1.2364,264900.000000,-0.0185,0.0287,0.9166,0.9495,0
201812,39129,"Pickaway, OH",938,5,18140,"Columbus, OH",47,-33,106,88.988989,83.0830830830831,94.8948948948949,65.50,14.00,0.2718,-10.50,-0.1382,-14.50,6.50,-0.1610,0.0566,1.8361,0.9655,186950.000000,-0.0158,0.0813,0.6469,0.8132,0
201812,37195,"Wilson, NC",675,1,48980,"Wilson, NC",729,-17,53,31.731732,10.1101101101101,53.3533533533533,117.00,18.00,0.1818,10.00,0.0935,37.00,1.50,0.0159,0.4884,1.0492,1.0000,134500.000000,-0.0015,0.0426,0.4654,0.9963,0
201812,48375,"Potter, TX",542,1,11100,"Amarillo, TX",326,-6,5,64.264264,76.0760760760761,52.4524524524524,68.00,7.50,0.1240,-4.00,-0.0556,-12.00,-4.00,-0.0526,0.1250,1.0328,0.9692,163500.000000,-0.0089,0.0546,0.5657,0.7112,0
201812,55141,"Wood, WI",689,1,49220,"Wisconsin Rapids-Marshfield, WI",726,26,41,31.881882,33.5335335335335,30.2302302302302,93.00,11.50,0.1411,-4.50,-0.0462,13.00,0.00,0.0989,0.3158,0.8197,1.0000,155000.000000,-0.0245,0.1698,0.5363,0.9907,0
201812,40131,"Rogers, OK",662,2,46140,"Tulsa, OK",488,-42,-178,51.301301,58.1581581581582,44.4444444444444,76.00,14.00,0.2258,9.00,0.1343,-4.00,8.00,0.0450,0.1154,0.9508,1.0943,184900.000000,0.0021,-0.0005,0.6398,0.8805,0
201812,41071,"Yamhill, OR",626,6,38900,"Portland-Vancouver-Hillsboro, OR-WA",648,-53,-159,38.538539,52.2522522522522,24.8248248248248,80.00,11.50,0.1679,-2.50,-0.0303,0.00,12.00,-0.0208,-0.0962,0.7705,0.9216,422450.000000,-0.0060,-0.0173,1.4618,0.9326,0
201812,36089,"St. Lawrence, NY",565,1,36300,"Ogdensburg-Massena, NY",998,0,1,1.101101,1.001001001001,1.2012012012012,150.00,12.50,0.0909,-15.00,-0.0909,70.00,0.00,0.0732,0.1579,0.3607,1.0000,119900.000000,-0.0400,0.0435,0.4149,0.9673,0
201812,42005,"Armstrong, PA",741,7,38300,"Pittsburgh, PA",856,-41,-13,19.81982,13.2132132132132,26.4264264264264,112.00,12.00,0.1200,8.50,0.0821,32.00,24.00,-0.0943,0.3714,0.7869,0.6400,110000.000000,0.0002,0.1033,0.3806,0.6362,0
201812,47163,"Sullivan, TN",375,1,28700,"Kingsport-Bristol-Bristol, TN-VA",387,16,26,58.808809,30.8308308308308,86.7867867867868,95.00,8.00,0.0920,5.00,0.0556,15.00,-17.00,-0.0262,0.3676,1.5246,1.2568,169500.000000,-0.0313,-0.0309,0.5865,0.9994,0
201812,21015,"Boone, KY",507,6,17140,"Cincinnati, OH-KY-IN",142,-89,-23,79.329329,88.8888888888889,69.7697697697698,61.00,18.25,0.4269,-1.00,-0.0161,-19.00,-2.00,-0.0952,0.1014,1.2459,0.9383,256993.000000,-0.0095,0.0288,0.8892,1.1006,1
201812,18177,"Wayne, IN",771,1,39980,"Richmond, IN",577,7,30,43.893894,47.3473473473473,40.4404404404404,83.00,5.50,0.0710,-4.00,-0.0460,3.00,0.00,-0.0427,0.2444,0.9180,1.0000,88700.000000,0.0254,0.0448,0.3069,1.0000,0
201812,40019,"Carter, OK",969,1,11620,"Ardmore, OK",794,-80,3,26.626627,23.2232232232232,30.03003003003,101.00,5.75,0.0604,-1.00,-0.0098,21.00,0.00,-0.1736,0.2821,0.8197,1.0000,159900.000000,-0.0139,-0.0808,0.5533,1.0000,0
201812,36001,"Albany, NY",203,3,10580,"Albany-Schenectady-Troy, NY",718,-15,-149,32.682683,35.9359359359359,29.4294294294294,91.00,8.00,0.0964,1.00,0.0111,11.00,-3.00,-0.0755,-0.0200,0.8033,1.2250,274900.000000,0.0206,0.0577,0.9512,0.9615,0
201812,33005,"Cheshire, NH",715,1,28300,"Keene, NH",609,-50,10,41.541542,14.6146146146146,68.4684684684685,110.00,21.00,0.2360,1.00,0.0092,30.00,0.00,0.0417,0.2500,1.2295,1.0000,244950.000000,-0.0059,0.0755,0.8476,1.0000,0
201812,39009,"Athens, OH",844,1,11900,"Athens, OH",767,-97,113,29.52953,38.4384384384384,20.6206206206206,89.50,15.50,0.2095,-30.50,-0.2542,9.50,0.00,-0.0833,0.1892,0.7213,1.0000,174900.000000,-0.0141,0.0000,0.6052,1.0000,0
201812,13067,"Cobb, GA",83,1,12060,"Atlanta-Sandy Springs-Roswell, GA",124,83,5,81.331331,95.3953953953954,67.2672672672673,56.00,5.50,0.1089,-5.00,-0.0820,-24.00,-5.00,0.0963,0.1385,1.2131,1.2333,339900.000000,-0.0145,-0.0289,1.1761,1.0914,0
201812,01001,"Autauga, AL",923,1,33860,"Montgomery, AL",605,56,88,42.242242,51.0510510510511,33.4334334334334,81.00,7.00,0.0946,-5.00,-0.0581,1.00,-19.00,0.0612,0.4444,0.8525,1.5758,192000.000000,-0.0072,0.0673,0.6644,1.0384,0
201812,55021,"Columbia, WI",872,2,31540,"Madison, WI",379,58,209,59.50951,51.0510510510511,67.967967967968,81.00,4.00,0.0519,-13.00,-0.1383,1.00,5.00,0.0135,0.4423,1.2295,0.9494,229500.000000,-0.0612,0.0340,0.7941,0.7463,0
201812,08014,"Broomfield, CO",819,2,19740,"Denver-Aurora-Lakewood, CO",202,40,8,74.674675,97.0970970970971,52.2522522522522,53.00,8.50,0.1910,-27.00,-0.3375,-27.00,-6.00,0.0678,-0.3152,1.0328,1.0161,525000.000000,0.0205,-0.1672,1.8166,1.1668,0
201812,48099,"Coryell, TX",867,2,28660,"Killeen-Temple, TX",523,28,-84,48.598599,60.5605605605606,36.6366366366366,75.50,8.50,0.1269,12.50,0.1984,-4.50,3.50,0.0588,0.4595,0.8852,0.7606,172500.000000,0.0491,0.2330,0.5969,0.8415,0
201812,24009,"Calvert, MD",680,15,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",773,22,-53,28.928929,32.3323323323323,25.5255255255255,94.00,5.00,0.0562,1.00,0.0108,14.00,30.00,0.0000,0.2368,0.7705,0.7121,365000.000000,-0.0228,0.0167,1.2630,0.8691,0
201812,49011,"Davis, UT",251,1,36260,"Ogden-Clearfield, UT",236,-35,-124,72.272272,99.2992992992993,45.2452452452452,49.00,10.00,0.2564,4.00,0.0889,-31.00,-3.00,-0.0645,-0.0645,0.9508,1.0000,375000.000000,0.0068,0.0714,1.2976,1.0460,0
201812,53011,"Clark, WA",152,3,38900,"Portland-Vancouver-Hillsboro, OR-WA",415,29,-203,56.556557,83.5835835835836,29.5295295295295,65.00,8.00,0.1404,2.00,0.0317,-15.00,-3.00,0.0000,-0.1404,0.8033,0.9608,430000.000000,0.0082,0.0238,1.4879,0.9492,0
201812,17037,"DeKalb, IL",592,7,16980,"Chicago-Naperville-Elgin, IL-IN-WI",374,-117,20,59.60961,63.3633633633634,55.8558558558559,74.00,10.75,0.1700,-7.00,-0.0864,-6.00,5.00,-0.1429,0.0820,1.0820,1.2000,189900.000000,-0.0078,0.0000,0.6571,0.6806,0
201812,36021,"Columbia, NY",795,1,26460,"Hudson, NY",981,0,3,4.054054,3.8038038038038,4.3043043043043,133.50,7.75,0.0616,-1.50,-0.0111,53.50,0.00,-0.0345,0.3333,0.4590,1.0000,379000.000000,-0.0112,0.0531,1.3114,1.0026,0
201812,39043,"Erie, OH",693,1,41780,"Sandusky, OH",589,-68,120,43.293293,28.9289289289289,57.6576576576577,96.00,11.75,0.1395,-7.00,-0.0680,16.00,0.00,-0.0629,0.4565,1.0984,1.0000,187400.000000,0.0009,0.1024,0.6484,1.0000,0
201812,48157,"Fort Bend, TX",108,3,26420,"Houston-The Woodlands-Sugar Land, TX",650,60,10,38.288288,76.0760760760761,0.500500500500501,68.00,3.50,0.0543,-5.00,-0.0685,-12.00,-3.00,0.0526,0.1765,0.3279,0.6667,336293.000000,0.0039,-0.0382,1.1636,1.0933,0
201812,06019,"Fresno, CA",75,1,23420,"Fresno, CA",69,3,-32,87.037037,87.6876876876877,86.3863863863864,62.00,9.50,0.1810,3.00,0.0508,-18.00,0.00,0.0222,-0.0108,1.5082,1.0000,307777.000000,-0.0040,0.0091,1.0650,0.9993,0
201812,40047,"Garfield, OK",799,1,21420,"Enid, OK",905,-18,-20,13.563564,17.9179179179179,9.20920920920921,107.00,9.75,0.1003,-2.00,-0.0183,27.00,0.00,-0.0811,0.0625,0.5574,1.0000,160000.000000,0.0003,0.0749,0.5536,1.0000,0
201812,27053,"Hennepin, MN",31,4,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",163,23,-68,77.527528,87.6876876876877,67.3673673673674,62.00,13.00,0.2653,-3.00,-0.0462,-18.00,-3.00,0.0725,-0.0390,1.2131,1.0278,394601.000000,0.0383,-0.0009,1.3654,1.1609,0
201812,10001,"Kent, DE",389,1,20100,"Dover, DE",733,-5,37,31.331331,14.6146146146146,48.048048048048,110.00,12.00,0.1224,3.00,0.0280,30.00,0.00,-0.0164,0.3953,0.9836,1.0000,259900.000000,-0.0094,0.0834,0.8993,1.0000,0
201812,18067,"Howard, IN",651,1,29020,"Kokomo, IN",180,-40,133,76.426426,97.0970970970971,55.7557557557558,53.00,2.00,0.0392,-20.00,-0.2740,-27.00,0.00,-0.1373,0.1186,1.0820,1.0000,119900.000000,-0.0039,0.3910,0.4149,1.0000,0
201812,22057,"Lafourche, LA",619,2,26380,"Houma-Thibodaux, LA",985,-2,2,3.653654,5.70570570570571,1.6016016016016,125.00,10.50,0.0917,-21.00,-0.1438,45.00,7.00,0.1795,0.0000,0.3770,1.0000,186440.000000,0.0086,0.0416,0.6451,1.0089,0
201812,39081,"Jefferson, OH",749,1,48260,"Weirton-Steubenville, WV-OH",359,-34,151,60.710711,40.5405405405405,80.8808808808809,88.00,6.25,0.0765,1.00,0.0115,8.00,-4.00,-0.1675,0.5818,1.4262,1.0482,94500.000000,0.0300,0.0512,0.3270,0.9953,0
201812,45063,"Lexington, SC",233,2,17900,"Columbia, SC",600,-10,-109,42.542543,43.7437437437437,41.3413413413413,86.00,10.00,0.1316,13.00,0.1781,6.00,0.00,-0.0088,0.3659,0.9180,1.0000,237251.500000,-0.0057,0.1357,0.8209,1.0230,0
201812,28067,"Jones, MS",804,1,29860,"Laurel, MS",777,15,79,28.378378,14.6146146146146,42.1421421421421,110.00,11.50,0.1168,3.00,0.0280,30.00,-1.00,0.0556,0.6286,0.9344,1.0556,139950.000000,-0.0218,0.0004,0.4843,1.0011,0
201812,32019,"Lyon, NV",937,1,22280,"Fernley, NV",526,7,-85,48.448448,63.3633633633634,33.5335335335335,74.00,4.50,0.0647,7.00,0.1045,-6.00,0.00,-0.0631,0.3000,0.8525,1.0000,298000.000000,0.0276,0.0549,1.0311,1.0000,0
201812,17095,"Knox, IL",909,1,23660,"Galesburg, IL",762,0,-85,29.77978,21.2212212212212,38.3383383383383,102.00,5.75,0.0597,1.00,0.0099,22.00,0.00,-0.0265,0.1702,0.9016,1.0000,104000.000000,0.0410,-0.0545,0.3599,1.0000,0
201812,12081,"Manatee, FL",175,1,35840,"North Port-Sarasota-Bradenton, FL",507,64,-62,49.8999,58.1581581581582,41.6416416416416,76.00,-1.50,-0.0194,3.00,0.0411,-4.00,-1.00,-0.0508,0.2444,0.9180,1.0182,344994.500000,0.0000,-0.0122,1.1938,0.9885,0
201812,18085,"Kosciusko, IN",718,1,47700,"Warsaw, IN",354,196,222,61.261261,56.3563563563564,66.1661661661662,78.00,-2.00,-0.0250,-10.50,-0.1186,-2.00,0.00,0.1385,0.5417,1.2131,1.0000,218539.000000,-0.0287,-0.0798,0.7562,1.0000,0
201812,12085,"Martin, FL",369,2,38940,"Port St. Lucie, FL",517,26,-102,48.798799,47.3473473473473,50.2502502502502,83.00,2.00,0.0247,8.00,0.1067,3.00,10.00,-0.0758,0.1961,1.0000,1.1296,409000.000000,0.0228,0.0766,1.4152,1.4351,0
201812,17097,"Lake, IL",99,12,16980,"Chicago-Naperville-Elgin, IL-IN-WI",675,-50,-63,36.536537,46.8468468468468,26.2262262262262,84.00,13.50,0.1915,-3.00,-0.0345,4.00,15.00,-0.0105,0.0682,0.7705,0.8545,350000.000000,-0.0186,0.0000,1.2111,1.2545,0
201812,48309,"McLennan, TX",280,1,47380,"Waco, TX",181,4,-138,76.326326,53.953953953954,98.6986986986987,79.00,8.50,0.1206,13.00,0.1970,-1.00,0.00,0.0602,0.0076,2.1639,1.0154,204900.000000,0.0245,0.0121,0.7090,1.0250,0
201812,12071,"Lee, FL",82,1,15980,"Cape Coral-Fort Myers, FL",679,93,-99,36.136136,58.1581581581582,14.1141141141141,76.00,-2.50,-0.0318,3.00,0.0411,-4.00,0.00,-0.0513,0.1563,0.6066,1.0000,299000.000000,-0.0022,-0.0352,1.0346,1.0000,0
201812,36083,"Rensselaer, NY",382,2,10580,"Albany-Schenectady-Troy, NY",715,26,86,32.832833,46.8468468468468,18.8188188188188,84.00,3.50,0.0435,-18.00,-0.1765,4.00,-10.00,-0.0667,0.1053,0.6885,1.0500,230000.000000,0.0003,0.0459,0.7958,0.8045,0
201812,47105,"Loudon, TN",918,4,28940,"Knoxville, TN",417,33,108,56.506507,35.9359359359359,77.0770770770771,91.00,6.75,0.0801,3.00,0.0341,11.00,9.00,0.0184,0.5370,1.3607,0.8384,349700.000000,-0.0112,0.0932,1.2100,1.3455,0
201812,17161,"Rock Island, IL",409,2,19340,"Davenport-Moline-Rock Island, IA-IL",312,34,64,65.065065,83.5835835835836,46.5465465465465,65.00,6.50,0.1111,-3.00,-0.0441,-15.00,-2.00,-0.0167,0.2826,0.9672,0.8429,123900.000000,0.0141,0.0334,0.4287,0.8315,0
201812,51680,"Lynchburg city, VA",720,1,31340,"Lynchburg, VA",876,-76,-501,17.317317,14.6146146146146,20.02002002002,110.00,15.00,0.1579,34.50,0.4570,30.00,-25.00,-0.1569,-0.2321,0.7049,1.4333,129950.000000,-0.0527,-0.2351,0.4497,0.8664,0
201812,13247,"Rockdale, GA",686,11,12060,"Atlanta-Sandy Springs-Roswell, GA",390,-38,237,58.558559,94.0940940940941,23.023023023023,58.00,2.50,0.0450,-23.50,-0.2883,-22.00,-3.00,-0.2035,0.1842,0.7377,0.7500,214831.000000,-0.0452,0.0257,0.7434,0.6898,0
201812,04015,"Mohave, AZ",304,1,29420,"Lake Havasu City-Kingman, AZ",514,13,45,48.898899,63.3633633633634,34.4344344344344,74.00,9.00,0.1385,-7.00,-0.0864,-6.00,0.00,0.0297,0.2093,0.8525,1.0000,284000.000000,-0.0159,0.1360,0.9827,1.0000,0
201812,27139,"Scott, MN",482,7,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",403,39,-48,57.607608,81.2812812812813,33.9339339339339,66.00,9.50,0.1681,-3.00,-0.0435,-14.00,1.00,0.0612,0.0196,0.8525,0.7222,379900.000000,0.0113,0.0131,1.3145,1.1177,0
201812,26115,"Monroe, MI",426,1,33780,"Monroe, MI",255,-20,-60,70.620621,43.7437437437437,97.4974974974975,86.00,11.00,0.1467,9.00,0.1169,6.00,0.00,0.0000,0.4070,1.9836,1.0000,184900.000000,-0.0513,0.1563,0.6398,1.0000,0
201812,01117,"Shelby, AL",314,2,13820,"Birmingham-Hoover, AL",574,-25,132,44.044044,42.3423423423423,45.7457457457458,87.00,7.50,0.0943,-13.00,-0.1300,7.00,1.00,-0.0938,0.3182,0.9508,0.8657,299000.000000,0.0208,0.0698,1.0346,1.3597,0
201812,51121,"Montgomery, VA",613,1,13980,"Blacksburg-Christiansburg-Radford, VA",373,70,93,59.75976,27.027027027027,92.4924924924925,98.00,1.25,0.0129,-4.00,-0.0392,18.00,-25.50,0.0000,0.4000,1.7213,1.2500,274725.000000,0.0178,-0.0010,0.9506,1.1724,0
201812,47157,"Shelby, TN",53,1,32820,"Memphis, TN-MS-AR",56,22,67,88.288288,83.5835835835836,92.992992992993,65.00,7.00,0.1207,-6.00,-0.0845,-15.00,-6.00,0.0194,0.2805,1.7213,1.0714,175000.000000,-0.0535,0.0612,0.6055,0.8537,0
201812,23019,"Penobscot, ME",400,1,12620,"Bangor, ME",795,-13,72,26.426426,9.60960960960961,43.2432432432432,118.00,17.50,0.1741,-10.00,-0.0781,38.00,-3.00,0.0179,0.4250,0.9344,1.0000,150000.000000,-0.0581,0.0033,0.5190,0.9554,0
201812,49049,"Utah, UT",167,1,39340,"Provo-Orem, UT",503,-28,-57,50.25025,96.4964964964965,4.004004004004,54.00,14.00,0.3500,7.00,0.1489,-26.00,0.00,-0.0847,-0.0357,0.4426,1.0000,375000.000000,-0.0052,0.0420,1.2976,1.0003,0
201812,45079,"Richland, SC",169,1,17900,"Columbia, SC",463,68,61,52.852853,53.953953953954,51.7517517517518,79.00,5.50,0.0748,2.00,0.0260,-1.00,-7.00,0.0508,0.4419,1.0164,1.1071,224874.500000,0.0247,0.2228,0.7781,0.9696,0
201812,06111,"Ventura, CA",87,1,37100,"Oxnard-Thousand Oaks-Ventura, CA",132,14,-84,80.18018,83.5835835835836,76.7767767767768,65.00,11.50,0.2150,7.00,0.1207,-15.00,0.00,0.0380,-0.0238,1.3443,1.0000,679000.000000,-0.0015,-0.0293,2.3495,1.0000,0
201812,13245,"Richmond, GA",320,2,12260,"Augusta-Richmond County, GA-SC",872,-6,-133,17.717718,19.1191191191191,16.3163163163163,104.50,8.00,0.0829,15.50,0.1742,24.50,4.50,-0.0361,0.2121,0.6557,0.9756,116995.000000,-0.0042,-0.0633,0.4048,0.5467,0
201812,53073,"Whatcom, WA",294,1,13380,"Bellingham, WA",627,-27,76,39.93994,66.5665665665666,13.3133133133133,73.00,9.75,0.1542,-13.00,-0.1512,-7.00,0.00,-0.0633,0.0882,0.6066,1.0000,412900.000000,-0.0151,-0.0122,1.4287,1.0000,0
201812,33015,"Rockingham, NH",218,6,14460,"Boston-Cambridge-Newton, MA-NH",210,-100,-77,74.124124,51.0510510510511,97.1971971971972,81.00,17.50,0.2756,6.00,0.0800,1.00,16.00,0.0128,0.1121,1.9508,0.8881,404900.000000,0.0124,0.0385,1.4010,0.8100,0
201812,53077,"Yakima, WA",307,1,49420,"Yakima, WA",166,-62,57,77.377377,80.980980980981,73.7737737737738,66.50,13.75,0.2607,-7.50,-0.1014,-13.50,0.00,-0.0533,0.1111,1.3115,1.0000,275000.000000,0.0348,0.1707,0.9516,1.0000,0
201812,36093,"Schenectady, NY",398,1,10580,"Albany-Schenectady-Troy, NY",674,-29,-36,36.586587,45.945945945946,27.2272272272272,85.50,10.00,0.1325,-0.50,-0.0058,5.50,-8.50,-0.0769,0.2000,0.7869,1.2000,204900.000000,-0.0522,0.1324,0.7090,0.7167,0
201812,42133,"York, PA",154,1,49620,"York-Hanover, PA",222,-11,101,73.073073,63.3633633633634,82.7827827827828,74.00,7.50,0.1128,-7.00,-0.0864,-6.00,0.00,-0.0538,0.2754,1.4426,1.0000,209990.000000,-0.0116,0.0611,0.7266,1.0000,0
201812,27137,"St. Louis, MN",291,1,20260,"Duluth, MN-WI",673,-14,61,36.586587,7.50750750750751,65.6656656656657,121.00,18.50,0.1805,0.00,0.0000,41.00,5.00,0.0282,0.4314,1.1967,1.0282,175000.000000,-0.0461,0.0606,0.6055,0.9728,0
201812,36007,"Broome, NY",312,1,13780,"Binghamton, NY",621,-2,114,40.49049,35.6356356356356,45.3453453453453,92.00,7.50,0.0888,-10.00,-0.0980,12.00,-1.00,-0.0645,0.3488,0.9508,0.9831,124500.000000,-0.0036,-0.0040,0.4308,0.9749,0
201812,37171,"Surry, NC",728,1,34340,"Mount Airy, NC",394,16,367,58.258258,19.9199199199199,96.5965965965966,103.00,10.25,0.1105,-35.00,-0.2536,23.00,0.00,0.0826,1.2264,1.9344,1.0000,169250.000000,-0.0015,0.0682,0.5856,0.9962,0
201812,17019,"Champaign, IL",298,1,16580,"Champaign-Urbana, IL",889,-6,24,15.465465,19.1191191191191,11.8118118118118,104.50,10.00,0.1058,-5.50,-0.0500,24.50,-2.50,0.0000,0.2500,0.5738,1.0000,172500.000000,-0.0184,0.0781,0.5969,1.0788,0
201812,48441,"Taylor, TX",458,1,10180,"Abilene, TX",281,83,-116,67.017017,60.8608608608609,73.1731731731732,75.00,2.50,0.0345,7.00,0.1029,-5.00,-4.50,0.0260,0.1449,1.2951,1.0533,212000.000000,-0.0140,0.1781,0.7336,1.0605,0
201812,45021,"Cherokee, SC",896,1,23500,"Gaffney, SC",349,-102,133,62.012012,65.7657657657658,58.2582582582583,73.50,6.25,0.0929,-8.50,-0.1037,-6.50,0.00,-0.2093,0.2830,1.1148,1.0000,144900.000000,-0.0797,0.0354,0.5014,1.0000,0
201812,47167,"Tipton, TN",895,2,32820,"Memphis, TN-MS-AR",65,55,-2,87.137137,83.0830830830831,91.1911911911912,65.50,4.00,0.0650,2.50,0.0397,-14.50,-5.50,-0.0237,0.1977,1.6885,1.0510,174900.000000,-0.0790,0.0417,0.6052,0.8532,0
201812,42033,"Clearfield, PA",679,1,20180,"DuBois, PA",836,-45,-51,21.771772,11.5115115115115,32.032032032032,115.50,14.25,0.1407,-13.50,-0.1047,35.50,0.00,-0.0642,0.0408,0.8361,1.0000,112000.000000,-0.0588,-0.0659,0.3875,1.0000,0
201812,51810,"Virginia Beach city, VA",148,2,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",546,-26,39,46.496496,76.0760760760761,16.9169169169169,68.00,12.00,0.2143,-4.00,-0.0556,-12.00,-7.00,0.0390,0.3793,0.6557,1.2903,318700.000000,-0.0006,0.0859,1.1028,1.1423,0
